primary_variance
0.580178
0.37046477
0.012300413
0.009257918
0.0076104444
0.0039354437
0.002963314
0.0023062278
0.0018990882
0.0010882573
0.0010496272
0.0007762372
0.000696708
0.0006521852
0.00047464448
0.00046365338
0.00037493958
0.00032050753
0.00025557616
0.00023879959
0.00020395519
0.00019898961
0.00015363643
0.00014485011
0.00011810187
0.0001142924
0.00010355751
0.00010053734
9.6280964e-05
8.7326414e-05
7.456247e-05
7.411412e-05
6.935193e-05
5.8806512e-05
5.728485e-05
5.346043e-05
4.8551443e-05
4.5905377e-05
4.1214687e-05
3.783838e-05
3.6440448e-05
3.625893e-05
3.2946886e-05
3.0144985e-05
2.9156581e-05
2.6749367e-05
2.452972e-05
2.3880248e-05
2.1922227e-05
2.1254858e-05
2.0850619e-05
1.9546074e-05
1.8841642e-05
1.7353137e-05
1.6133201e-05
1.5794492e-05
1.4807144e-05
1.369526e-05
1.32499845e-05
1.2952352e-05
1.261381e-05
1.2311994e-05
1.1194682e-05
1.0701159e-05
1.06391535e-05
1.0016434e-05
9.617598e-06
9.26461e-06
8.594009e-06
8.454364e-06
8.199188e-06
7.880661e-06
7.519202e-06
7.342741e-06
7.089122e-06
6.9169223e-06
6.4381425e-06
6.260292e-06
6.0675497e-06
5.7670345e-06
5.6555286e-06
5.3260324e-06
5.247925e-06
5.0776043e-06
4.9591185e-06
4.743015e-06
4.6167324e-06
4.4414346e-06
4.333163e-06
4.0761292e-06
4.014391e-06
3.865626e-06
3.6956826e-06
3.5472108e-06
3.4911e-06
3.3888566e-06
3.2357955e-06
3.138477e-06
3.0090437e-06
2.886761e-06
2.7638323e-06
2.7276424e-06
2.674253e-06
2.5032252e-06
2.4100398e-06
2.3545933e-06
2.2958193e-06
2.267303e-06
2.2167665e-06
2.1961782e-06
2.081485e-06
2.0015036e-06
1.9727993e-06
1.9181218e-06
1.8280867e-06
1.7659222e-06
1.7223867e-06
1.6943476e-06
1.6174906e-06
1.611621e-06
1.5772928e-06
1.5539832e-06
1.4711432e-06
1.4483061e-06
1.4018408e-06
1.370926e-06
1.326318e-06
1.2950057e-06
1.2547368e-06
1.2371275e-06
1.2068543e-06
1.1755261e-06
1.1182718e-06
1.1153685e-06
1.0886064e-06
1.0510727e-06
1.0302508e-06
1.003338e-06
9.790464e-07
9.5083277e-07
9.0907105e-07
8.834461e-07
8.6632963e-07
8.6449387e-07
8.5495486e-07
8.195993e-07
8.131659e-07
7.858744e-07
7.5307247e-07
7.312439e-07
7.261604e-07
7.107585e-07
6.774108e-07
6.6921484e-07
6.471833e-07
6.140313e-07
6.014049e-07
5.951258e-07
5.907058e-07
5.7192165e-07
5.63453e-07
5.550083e-07
5.445884e-07
5.300374e-07
5.113404e-07
5.0892055e-07
4.8813007e-07
4.806732e-07
4.7315913e-07
4.689869e-07
4.5296397e-07
4.4008888e-07
4.3685918e-07
4.236025e-07
4.140922e-07
3.9837107e-07
3.9076428e-07
3.883666e-07
3.774835e-07
3.6518958e-07
3.6120557e-07
3.5220754e-07
3.436253e-07
3.3389216e-07
3.2995393e-07
3.2616666e-07
3.1637984e-07
3.062674e-07
3.0140913e-07
2.9335692e-07
2.9052836e-07
2.831576e-07
2.7599458e-07
2.721709e-07
2.6655655e-07
2.5632113e-07
2.5238117e-07
2.4899285e-07
2.467088e-07
2.3999146e-07
2.3105426e-07
2.2895976e-07
2.2125299e-07
2.150791e-07
2.107751e-07
2.1002302e-07
2.0492794e-07
2.012667e-07
1.9722167e-07
1.9291647e-07
1.9234372e-07
1.8505322e-07
1.8321762e-07
1.7987884e-07
1.770155e-07
1.743338e-07
1.6715451e-07
1.6462415e-07
1.6177106e-07
1.587485e-07
1.5482719e-07
1.5111186e-07
1.4923836e-07
1.472612e-07
1.434964e-07
1.4045935e-07
1.3645995e-07
1.3314681e-07
1.2890818e-07
1.268055e-07
1.255889e-07
1.2134059e-07
1.2069178e-07
1.1784287e-07
1.1460928e-07
1.1237109e-07
1.1158291e-07
1.0995969e-07
1.08126805e-07
1.0596645e-07
1.0450372e-07
1.0230757e-07
