primary_variance
9.895521e-08
9.844424e-08
9.5942234e-08
9.46582e-08
9.2341544e-08
8.978349e-08
8.831591e-08
8.4608615e-08
8.365354e-08
8.1406064e-08
7.991865e-08
7.8674624e-08
7.663154e-08
7.534418e-08
7.431405e-08
7.154927e-08
7.1411066e-08
7.085694e-08
6.872417e-08
6.7615645e-08
6.592858e-08
6.49349e-08
6.323861e-08
6.224152e-08
6.053742e-08
5.969443e-08
5.9614386e-08
5.7596672e-08
5.6453445e-08
5.6160722e-08
5.4898702e-08
5.3255583e-08
5.313785e-08
5.1513766e-08
4.9684225e-08
4.9142308e-08
4.8608335e-08
4.769241e-08
4.64832e-08
4.5778517e-08
4.4626503e-08
4.4400416e-08
4.300591e-08
4.200855e-08
4.1300733e-08
4.0952596e-08
3.957159e-08
3.884368e-08
3.8381774e-08
3.749924e-08
3.6059223e-08
3.5822417e-08
3.554798e-08
3.43681e-08
3.3885144e-08
3.2926753e-08
3.2669405e-08
3.188483e-08
3.0867263e-08
3.065221e-08
3.031885e-08
2.9899404e-08
2.8584079e-08
2.8526037e-08
2.7878276e-08
2.7380178e-08
2.6498988e-08
2.5727969e-08
2.5608676e-08
2.455016e-08
2.4288603e-08
2.3705224e-08
2.3587306e-08
2.3100968e-08
2.274812e-08
2.2126638e-08
2.1745818e-08
2.1556565e-08
2.0965047e-08
2.0016737e-08
1.9889091e-08
1.9598543e-08
1.9339366e-08
1.8685169e-08
1.8125526e-08
1.773271e-08
1.7215076e-08
1.6901774e-08
1.6508174e-08
1.6407595e-08
1.5748524e-08
1.5418463e-08
1.5339603e-08
1.493639e-08
1.4787541e-08
1.4774423e-08
1.4267896e-08
1.3856685e-08
1.3735021e-08
1.3309849e-08
1.3258191e-08
1.2977453e-08
1.28067885e-08
1.2584588e-08
1.2286874e-08
1.2004379e-08
1.1546387e-08
1.1362016e-08
1.1324662e-08
1.0888492e-08
1.0832948e-08
1.0613263e-08
1.0263948e-08
1.0189976e-08
9.936917e-09
9.668298e-09
9.500725e-09
9.271843e-09
9.057725e-09
9.008943e-09
8.7417655e-09
8.6334495e-09
8.5059035e-09
8.1714235e-09
8.07684e-09
8.005703e-09
7.87266e-09
7.622888e-09
7.3593225e-09
7.0769803e-09
6.9180377e-09
6.829373e-09
6.646765e-09
6.530481e-09
6.4757604e-09
6.441141e-09
6.1760415e-09
5.9979905e-09
5.949291e-09
5.8142944e-09
5.7019407e-09
5.6624523e-09
5.463042e-09
5.319421e-09
5.251322e-09
5.1002638e-09
5.0409064e-09
4.9500417e-09
4.843057e-09
4.7115747e-09
4.627927e-09
4.4131636e-09
4.3649693e-09
4.2873576e-09
4.223034e-09
4.1087875e-09
4.0169965e-09
3.998158e-09
3.8310675e-09
3.6835053e-09
3.6136865e-09
3.5710925e-09
3.4494594e-09
3.418938e-09
3.3015506e-09
3.276169e-09
3.197613e-09
3.1495035e-09
3.0411327e-09
2.9956444e-09
2.9295844e-09
2.8757363e-09
2.817079e-09
2.656432e-09
2.6346905e-09
2.5789e-09
2.5486686e-09
2.4914952e-09
2.4285876e-09
2.3285087e-09
2.3148052e-09
2.2287936e-09
2.2000544e-09
2.1454984e-09
2.0785138e-09
2.014844e-09
1.9541093e-09
1.9150166e-09
1.8634894e-09
1.7731846e-09
1.7212316e-09
1.7050408e-09
1.6172542e-09
1.5838312e-09
1.5303051e-09
1.4508693e-09
1.4166847e-09
1.3530783e-09
1.3358561e-09
1.2757264e-09
1.257316e-09
1.1920445e-09
1.1667929e-09
1.1164816e-09
1.0726333e-09
1.003663e-09
9.936028e-10
9.585108e-10
8.848264e-10
8.403031e-10
7.767023e-10
7.284888e-10
7.060437e-10
6.400103e-10
6.15012e-10
5.87169e-10
5.593163e-10
4.9832743e-10
4.335441e-10
3.8974904e-10
3.5818823e-10
3.3699957e-10
3.1050781e-10
2.653348e-10
2.463636e-10
2.1450494e-10
1.7017149e-10
7.6073904e-11
2.5329225e-11
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
